@tick,cpu#15,cpu#14,cpu#13,cpu#12,cpu#11,cpu#10,cpu#2,cpu#1,cpu#0,cpu#9,cpu#8,cpu#7,cpu#6,cpu#5,cpu#4,cpu#3
465,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
466,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
467,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
468,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
469,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
470,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
471,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
472,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
473,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
474,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
475,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
476,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
477,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
478,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
479,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
480,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
481,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
482,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
483,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
484,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
485,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
486,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
487,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
488,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
489,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
490,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
491,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
492,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
493,25.149700598802394,28.000000000000004,9.4,3.1936127744510974,9.4,12.4,43.687374749499,6.2,34.4,12.424849699398797,9.218436873747494,3.2,12.424849699398797,3.2,18.8,0.0
494,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
495,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
496,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
497,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
498,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
499,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
500,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
501,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
502,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
503,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
504,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
505,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
506,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
507,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
508,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
509,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
510,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
511,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
512,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
513,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
514,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
515,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
516,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
517,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
518,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
519,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
520,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
521,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
522,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
523,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
524,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
525,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
526,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
527,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
528,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
529,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
530,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
531,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
532,42.33009708737864,21.16504854368932,21.31782945736434,24.271844660194176,21.27659574468085,27.184466019417474,54.45736434108527,24.224806201550386,33.20388349514563,21.124031007751938,33.33333333333333,24.224806201550386,24.224806201550386,15.145631067961165,45.348837209302324,21.16504854368932
533,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
534,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
535,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
536,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
537,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
538,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
539,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
540,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
541,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
542,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
543,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
544,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
545,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
546,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
547,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
548,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
549,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
550,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
551,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
552,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
553,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
554,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
555,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
556,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
557,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
558,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
559,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
560,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
561,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
562,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
563,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
564,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
565,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
566,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
567,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
568,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
569,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
570,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
571,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
572,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
573,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
574,21.16504854368932,30.426356589147286,27.042801556420233,15.11627906976744,15.145631067961165,27.466150870406192,42.52427184466019,12.03883495145631,24.271844660194176,30.29126213592233,24.271844660194176,15.11627906976744,18.217054263565892,12.18568665377176,54.5631067961165,15.145631067961165
575,57.640232108317214,12.03883495145631,9.108527131782946,6.019417475728155,9.108527131782946,15.145631067961165,36.240310077519375,12.209302325581394,24.37137330754352,6.2015503875969,18.217054263565892,5.836575875486381,6.019417475728155,0.0,54.65116279069767,3.10077519379845
576,57.640232108317214,12.03883495145631,9.108527131782946,6.019417475728155,9.108527131782946,15.145631067961165,36.240310077519375,12.209302325581394,24.37137330754352,6.2015503875969,18.217054263565892,5.836575875486381,6.019417475728155,0.0,54.65116279069767,3.10077519379845
577,57.640232108317214,12.03883495145631,9.108527131782946,6.019417475728155,9.108527131782946,15.145631067961165,36.240310077519375,12.209302325581394,24.37137330754352,6.2015503875969,18.217054263565892,5.836575875486381,6.019417475728155,0.0,54.65116279069767,3.10077519379845
578,57.640232108317214,12.03883495145631,9.108527131782946,6.019417475728155,9.108527131782946,15.145631067961165,36.240310077519375,12.209302325581394,24.37137330754352,6.2015503875969,18.217054263565892,5.836575875486381,6.019417475728155,0.0,54.65116279069767,3.10077519379845
579,57.640232108317214,12.03883495145631,9.108527131782946,6.019417475728155,9.108527131782946,15.145631067961165,36.240310077519375,12.209302325581394,24.37137330754352,6.2015503875969,18.217054263565892,5.836575875486381,6.019417475728155,0.0,54.65116279069767,3.10077519379845
